,id,name,level,parent
624,121,Grocery & Food Retailers,3,Food & Drink
612,122,Cooking & Recipes,3,Food & Drink
1349,123,Tobacco Products,3,Shopping
1257,124,Clothing Accessories,4,Shopping
872,137,Homemaking & Interior Decor,3,Home & Garden
244,138,Vehicle Maintenance,3,Autos & Vehicles
265,143,Face & Body Care,3,Beauty & Fitness
270,144,Unwanted Body & Facial Hair Removal,4,Beauty & Fitness
279,145,Spas & Beauty Services,3,Beauty & Fitness
277,146,Hair Care,3,Beauty & Fitness
264,147,Cosmetology & Beauty Professionals,3,Beauty & Fitness
185,148,Off-Road Vehicles,3,Autos & Vehicles
1090,154,Kids & Teens,3,People & Society
326,157,Human Resources,4,Business & Industrial
862,158,Home Improvement,3,Home & Garden
984,166,Public Safety,3,Law & Government
989,168,Emergency Services,4,Law & Government
243,170,Vehicle Licensing & Registration,3,Autos & Vehicles
1212,174,Science,2,nul
1407,179,Hotels & Accommodations,3,Travel
1374,180,Motor Sports,3,Sports
26,182,Humor,3,Arts & Entertainment
2,184,Celebrities & Entertainment News,3,Arts & Entertainment
271,185,Fashion & Style,3,Beauty & Fitness
770,188,Clubs & Nightlife,3,Hobbies & Leisure
771,189,Clubs & Organizations,3,Hobbies & Leisure
1037,191,Forum & Chat Providers,3,Online Communities
747,195,Reproductive Health,3,Health
748,198,Birth Control,4,Health
726,202,Erectile Dysfunction,4,Health
1399,203,Air Travel,3,Travel
1404,205,Car Rental & Taxi Services,3,Travel
1406,206,Cruises & Charters,3,Travel
1415,208,Tourist Destinations,3,Travel
45,210,DVD & Video Shopping,4,Arts & Entertainment
127,211,Online Video,4,Arts & Entertainment
51,213,Movie Memorabilia,4,Arts & Entertainment
86,215,Radio,4,Arts & Entertainment
59,217,CD & Audio Shopping,4,Arts & Entertainment
70,218,Music Art & Memorabilia,4,Arts & Entertainment
84,220,Music Streams & Downloads,4,Arts & Entertainment
580,224,Software Utilities,4,Computers & Electronics
556,225,Device Drivers,4,Computers & Electronics
510,229,TV & Video Equipment,4,Computers & Electronics
1240,231,Engineering & Technology,3,Science
385,233,Energy & Utilities,3,Business & Industrial
267,234,Make-Up & Cosmetics,4,Beauty & Fitness
278,235,Hair Loss,4,Beauty & Fitness
281,236,Weight Loss,3,Beauty & Fitness
737,237,Vitamins & Supplements,4,Health
263,238,Cosmetic Surgery,4,Beauty & Fitness
261,239,Body Art,3,Beauty & Fitness
275,241,Bodybuilding,4,Beauty & Fitness
268,242,Perfumes & Fragrances,4,Beauty & Fitness
266,244,Hygiene & Toiletries,4,Beauty & Fitness
738,245,Oral & Dental Care,3,Health
762,246,Vision Care,3,Health
740,248,Pharmacy,3,Health
601,249,Health Insurance,4,Finance
716,250,Hospitals & Treatment Centers,4,Health
711,251,Medical Devices & Equipment,3,Health
708,252,Health Foundations & Medical Research,3,Health
723,253,Medical Literature & Resources,3,Health
707,254,Health Education & Medical Training,3,Health
420,255,Pharmaceuticals & Biotech,3,Business & Industrial
714,256,Medical Facilities & Services,3,Health
757,257,Substance Abuse,3,Health
1382,258,American Football,4,Sports
1383,259,Baseball,4,Sports
1388,260,Hockey,4,Sports
1366,261,Golf,4,Sports
1368,262,Racquet Sports,4,Sports
1344,263,Sporting Goods,3,Shopping
1384,264,Basketball,4,Sports
1393,265,Winter Sports,3,Sports
1189,268,Maps,4,Reference
852,269,Gardening & Landscaping,3,Home & Garden
857,270,Home Furnishings,3,Home & Garden
853,271,Home Appliances,3,Home & Garden
859,272,Lamps & Lighting,4,Home & Garden
184,273,Motorcycles,3,Autos & Vehicles
1043,275,Photo & Video Sharing,3,Online Communities
627,276,Restaurants,3,Food & Drink
607,277,Alcoholic Beverages,3,Food & Drink
585,278,Accounting & Auditing,3,Finance
589,279,Credit & Lending,3,Finance
775,284,Crafts,3,Hobbies & Leisure
412,287,Industrial Materials & Equipment,3,Business & Industrial
369,288,Chemicals Industry,3,Business & Industrial
436,289,Freight & Trucking,4,Business & Industrial
443,290,Packaging,4,Business & Industrial
442,291,Moving & Relocation,4,Business & Industrial
1274,292,Auctions,3,Shopping
833,293,Weddings,4,Hobbies & Leisure
1390,294,Soccer,4,Sports
1386,296,Cricket,4,Sports
623,297,Culinary Training,3,Food & Drink
1118,298,Seniors & Retirement,3,People & Society
1029,299,Online Communities,2,nul
908,301,Web Portals,3,Internet & Telecom
909,302,Web Services,3,Internet & Telecom
575,303,Operating Systems,4,Computers & Electronics
475,309,Desktop Computers,4,Computers & Electronics
477,310,Laptops & Notebooks,4,Computers & Electronics
535,311,Networking,3,Computers & Electronics
465,312,Computer Peripherals,4,Computers & Electronics
574,313,Open Source,4,Computers & Electronics
479,314,Computer Security,3,Computers & Electronics
480,315,Antivirus & Malware,4,Computers & Electronics
3,316,Comics & Animation,3,Arts & Entertainment
5,317,Anime & Manga,4,Arts & Entertainment
7,318,Comics,4,Arts & Entertainment
6,319,Cartoons,4,Arts & Entertainment
1035,320,Photo Rating Sites,4,Online Communities
1036,321,File Sharing & Hosting,3,Online Communities
1336,323,Flowers,4,Shopping
1338,324,Party & Holiday Supplies,4,Shopping
910,326,Affiliate Programs,4,Internet & Telecom
296,327,Public Relations,4,Business & Industrial
298,328,Telemarketing,4,Business & Industrial
337,329,Business Services,3,Business & Industrial
422,332,Document & Printing Services,4,Business & Industrial
345,334,Corporate Events,4,Business & Industrial
325,336,Business Plans & Presentations,4,Business & Industrial
331,338,Management,4,Business & Industrial
347,340,E-Commerce Services,4,Business & Industrial
395,341,Customer Relationship Management (CRM),4,Business & Industrial
399,342,Enterprise Resource Planning (ERP),4,Business & Industrial
396,343,Data Management,4,Business & Industrial
481,344,Network Security,4,Computers & Electronics
539,346,Networking Equipment,4,Computers & Electronics
538,347,Network Monitoring & Management,4,Computers & Electronics
1323,353,Product Reviews & Price Comparisons,4,Shopping
438,354,Import & Export,4,Business & Industrial
284,355,Book Retailers,3,Books & Literature
299,356,Aerospace & Defense,3,Business & Industrial
142,358,TV Shows & Programs,4,Arts & Entertainment
141,359,TV Networks & Stations,4,Arts & Entertainment
38,360,Bollywood & South Asian Film,4,Arts & Entertainment
483,361,Audio Equipment,4,Computers & Electronics
499,362,Gadgets & Portable Electronics,4,Computers & Electronics
774,364,Lottery & Sweepstakes,4,Hobbies & Leisure
1318,365,Coupons & Discount Offers,4,Shopping
977,366,Military,3,Law & Government
922,367,Distance Learning,4,Jobs & Education
935,369,Vocational & Continuing Education,4,Jobs & Education
929,371,Primary & Secondary Schooling (K-12),4,Jobs & Education
921,372,Colleges & Universities,4,Jobs & Education
931,373,Standardized & Admissions Tests,4,Jobs & Education
1181,374,Educational Resources,4,Reference
1201,375,Libraries & Museums,3,Reference
1176,377,Business & Personal Listings,4,Reference
1166,378,Apartments & Residential Rentals,3,Real Estate
1151,379,Pet Food & Supplies,4,Pets & Animals
1152,380,Veterinarians,4,Pets & Animals
891,382,Mobile & Wireless,3,Internet & Telecom
901,383,Service Providers,3,Internet & Telecom
904,384,Phone Service Providers,4,Internet & Telecom
885,385,Communications Equipment,3,Internet & Telecom
890,386,Voice & Video Chat,4,Internet & Telecom
897,390,Mobile Phones,4,Internet & Telecom
906,392,Teleconferencing,3,Internet & Telecom
887,394,Email & Messaging,3,Internet & Telecom
1018,396,Politics,3,News
1019,398,Campaigns & Elections,4,News
608,404,Beer,4,Food & Drink
610,405,Wine,4,Food & Drink
609,406,Liquor,4,Food & Drink
1017,408,Newspapers,3,News
1024,409,Right-Wing Politics,4,News
1020,410,Left-Wing Politics,4,News
289,412,Magazines,3,Books & Literature
732,418,Nursing,3,Health
676,419,Health Conditions,3,Health
705,420,Skin Conditions,4,Health
755,421,Sexually Transmitted Diseases,4,Health
912,422,Web Design & Development,4,Internet & Telecom
965,423,Bankruptcy,4,Law & Government
968,424,Criminal Law,4,Law & Government
1170,425,Property Management,3,Real Estate
970,426,Intellectual Property,4,Law & Government
964,427,Accident & Personal Injury Law,4,Law & Government
680,429,Cancer,4,Health
1350,432,Toys,3,Shopping
1192,433,History,4,Reference
522,434,Electronics & Electrical,3,Computers & Electronics
1213,435,Astronomy,3,Science
1244,436,Mathematics,3,Science
727,437,Mental Health,3,Health
254,438,Vehicle Wheels & Tires,4,Autos & Vehicles
802,439,Photographic & Digital Arts,3,Hobbies & Leisure
1214,440,Biological Sciences,3,Science
1237,441,Water & Marine Sciences,4,Science
1238,442,Ecology & Environment,3,Science
1235,443,Geology,4,Science
1246,444,Physics,3,Science
1247,445,Scientific Equipment,3,Science
1248,446,Scientific Institutions,3,Science
24,447,Flash-Based Entertainment,4,Arts & Entertainment
1100,448,Astrology & Divination,4,People & Society
117,449,Occult & Paranormal,4,Arts & Entertainment
1319,450,Customer Services,4,Shopping
734,456,Nutrition,3,Health
735,457,Special & Restricted Diets,4,Health
777,458,Cycling,3,Hobbies & Leisure
838,459,Boating,4,Hobbies & Leisure
783,461,Hunting & Shooting,4,Hobbies & Leisure
781,462,Fishing,4,Hobbies & Leisure
1169,463,Property Inspections & Appraisals,3,Real Estate
602,465,Home Insurance,4,Finance
594,466,Home Financing,4,Finance
600,467,Auto Insurance,4,Finance
590,468,Auto Financing,4,Finance
881,471,Pest Control,3,Home & Garden
850,472,Domestic Services,3,Home & Garden
255,473,Vehicle Shopping,3,Autos & Vehicles
1191,474,Humanities,3,Reference
154,477,Architecture,4,Arts & Entertainment
899,485,Search Engines,3,Internet & Telecom
536,488,Data Formats & Protocols,4,Computers & Electronics
456,496,Computer Drives & Storage,4,Computers & Electronics
565,497,Multimedia Software,4,Computers & Electronics
549,498,Business & Productivity Software,4,Computers & Electronics
673,499,Alternative & Natural Medicine,3,Health
722,500,Physical Therapy,4,Health
902,501,Cable & Satellite Providers,4,Internet & Telecom
834,502,Subcultures & Niche Interests,3,Hobbies & Leisure
835,503,Goth Subculture,4,Hobbies & Leisure
1030,504,Blogging Resources & Services,3,Online Communities
1220,505,Chemistry,3,Science
1011,507,Gossip & Tabloid News,3,News
998,508,Social Services,3,Law & Government
1138,509,Social Sciences,3,People & Society
1141,510,Demographics,4,People & Society
999,511,Counseling Services,4,Law & Government
1357,512,Wrestling,4,Sports
1397,513,Olympics,4,Sports
1354,514,Combat Sports,3,Sports
1355,515,Boxing,4,Sports
1356,516,Martial Arts,4,Sports
1389,517,Rugby,4,Sports
1372,518,Track & Field,4,Sports
1367,519,Gymnastics,4,Sports
1142,520,Economics,4,People & Society
1143,521,International Relations,4,People & Society
969,522,Family Law,4,Law & Government
1175,527,Directories & Listings,3,Reference
1046,529,Social Networks,3,Online Communities
1271,530,Undergarments,4,Shopping
1343,531,Shopping Portals & Search Engines,3,Shopping
1174,533,Reference,2,nul
1385,534,Cheerleading,4,Sports
990,535,Law Enforcement,4,Law & Government
753,536,Sex Education & Counseling,4,Health
116,538,Edgy & Bizarre,4,Arts & Entertainment
22,539,Fun & Trivia,3,Arts & Entertainment
287,540,Fan Fiction,3,Books & Literature
814,541,Running & Walking,3,Hobbies & Leisure
782,542,Hiking & Camping,4,Hobbies & Leisure
1144,543,Psychology,4,People & Society
1033,546,Matrimonial Services,4,Online Communities
1069,548,Latinos & Latin-Americans,4,People & Society
1067,550,Jewish Culture,4,People & Society
428,551,Small Business,3,Business & Industrial
431,552,MLM & Business Opportunities,4,Business & Industrial
1358,554,Extreme Sports,3,Sports
962,555,Visa & Immigration,4,Law & Government
1056,556,Arabs & Middle Easterners,4,People & Society
280,557,Massage Therapy,4,Beauty & Fitness
751,558,OBGYN,4,Health
690,559,Heart & Hypertension,4,Health
625,560,Non-Alcoholic Beverages,3,Food & Drink
1153,563,Pets,3,Pets & Animals
290,565,Poetry,3,Books & Literature
432,566,Textiles & Nonwovens,3,Business & Industrial
780,568,Equestrian,4,Hobbies & Leisure
15,569,Events & Listings,3,Arts & Entertainment
684,571,Eating Disorders,4,Health
1016,572,Local News,3,News
488,573,Camera & Photo Equipment,4,Computers & Electronics
1342,574,Stock Photography,4,Shopping
130,575,Webcams & Virtual Tours,4,Arts & Entertainment
1341,576,Photo & Video Services,3,Shopping
1040,578,Skins Themes & Wallpapers,4,Online Communities
1054,579,Africans & Diaspora,4,People & Society
134,581,Dance,4,Arts & Entertainment
1042,582,Online Journals & Personal Sites,3,Online Communities
60,586,Classical Music,4,Arts & Entertainment
62,587,Country Music,4,Arts & Entertainment
63,588,Dance & Electronic Music,4,Arts & Entertainment
66,589,Jazz & Blues,4,Arts & Entertainment
91,590,Rock Music,4,Arts & Entertainment
98,592,Urban & Hip-Hop,4,Arts & Entertainment
103,593,World Music,4,Arts & Entertainment
419,606,Metals & Mining,3,Business & Industrial
1157,607,Exotic Pets,4,Pets & Animals
286,608,E-Books,3,Books & Literature
1194,609,Myth & Folklore,4,Reference
188,610,Trucks & SUVs,3,Autos & Vehicles
276,611,Yoga & Pilates,4,Beauty & Fitness
8,612,Entertainment Industry,3,Arts & Entertainment
118,613,Online Media,3,Arts & Entertainment
1348,614,Ticket Sales,3,Shopping
50,615,Horror Films,4,Arts & Entertainment
56,616,Science Fiction & Fantasy Films,4,Arts & Entertainment
102,618,Vocals & Show Tunes,4,Arts & Entertainment
605,619,Retirement & Pension,3,Finance
315,620,Risk Management,4,Business & Industrial
306,621,Food Production,4,Business & Industrial
666,622,Roleplaying Games,3,Games
671,623,Aging & Geriatrics,3,Health
672,624,Alzheimer's Disease,4,Health
677,625,AIDS & HIV,4,Health
678,626,Allergies,4,Health
679,628,Arthritis,4,Health
681,629,Cold & Flu,4,Health
682,630,Diabetes,4,Health
691,632,Infectious Diseases,4,Health
706,633,Sleep Disorders,4,Health
715,634,Doctors' Offices,4,Health
717,635,Medical Procedures,4,Health
725,636,Men's Health,3,Health
689,638,GERD & Digestive Disorders,4,Health
728,639,Anxiety & Stress,4,Health
729,640,Depression,4,Health
730,641,Learning & Developmental Disabilities,4,Health
744,644,Occupational Health & Safety,4,Health
739,645,Pediatrics,3,Health
741,646,Drugs & Medications,4,Health
750,647,Infertility,4,Health
764,648,Women's Health,3,Health
733,649,Assisted Living & Long Term Care,4,Health
376,650,Building Materials & Supplies,4,Business & Industrial
382,651,Civil Engineering,4,Business & Industrial
383,652,Construction Consulting & Contracting,4,Business & Industrial
157,653,Design,4,Arts & Entertainment
390,657,Renewable & Alternative Energy,4,Business & Industrial
386,658,Electricity,4,Business & Industrial
388,659,Oil & Gas,4,Business & Industrial
391,660,Waste Management,4,Business & Industrial
418,661,Factory Automation,4,Business & Industrial
434,662,Aviation,4,Business & Industrial
435,664,Distribution & Logistics,4,Business & Industrial
441,665,Maritime Transport,4,Business & Industrial
447,666,Rail Transport,4,Business & Industrial
448,667,Urban Transport,4,Business & Industrial
301,668,Space Technology,4,Business & Industrial
300,669,Defense Industry,4,Business & Industrial
370,670,Agrochemicals,4,Business & Industrial
371,671,Cleaning Agents,4,Business & Industrial
372,672,Coatings & Adhesives,4,Business & Industrial
373,673,Dyes & Pigments,4,Business & Industrial
374,674,Plastics & Polymers,4,Business & Industrial
914,675,Web Stats & Analytics,4,Internet & Telecom
836,676,Science Fiction & Fantasy,4,Hobbies & Leisure
1050,677,Disabled & Special Needs,3,People & Society
821,678,Holidays & Seasonal Events,4,Hobbies & Leisure
1091,679,Children's Interests,4,People & Society
1098,680,Teen Interests,4,People & Society
1065,681,Indigenous Peoples,4,People & Society
1062,682,Eastern Europeans,4,People & Society
1070,683,Western Europeans,4,People & Society
384,686,Urban & Regional Planning,4,Business & Industrial
1168,687,Property Development,3,Real Estate
779,688,Outdoors,3,Hobbies & Leisure
841,689,Surf & Swim,4,Hobbies & Leisure
283,690,Biographies & Quotations,3,Books & Literature
1179,691,Calculators & Reference Tools,4,Reference
1180,692,Dictionaries & Encyclopedias,4,Reference
1182,693,Forms Guides & Templates,4,Reference
1184,694,"How-To, DIY & Expert Content",4,Reference
1186,695,Time & Calendars,4,Reference
1339,696,Luxury Goods,3,Shopping
1264,697,Footwear,4,Shopping
1391,699,Volleyball,4,Sports
933,700,Teaching & Classroom Resources,4,Jobs & Education
971,701,Labor & Employment Law,4,Law & Government
960,702,Royalty,4,Law & Government
1135,703,Work & Labor Issues,4,People & Society
985,704,Crime & Justice,4,Law & Government
997,705,Security Products & Services,4,Law & Government
1000,706,Welfare & Unemployment,4,Law & Government
1410,707,Adventure Travel,4,Travel
1403,708,Bus & Rail,3,Travel
452,717,Computer Components,4,Computers & Electronics
362,718,Outsourcing,4,Business & Industrial
365,719,Physical Asset Management,4,Business & Industrial
366,720,Quality Control & Tracking,4,Business & Industrial
368,725,Writing & Editing Services,4,Business & Industrial
349,726,Fire & Security Services,4,Business & Industrial
430,727,Home Office,4,Business & Industrial
474,728,Computer Servers,4,Computers & Electronics
544,730,Development Tools,4,Computers & Electronics
542,731,C & C++,4,Computers & Electronics
545,732,Java,4,Computers & Electronics
546,733,Scripting Languages,4,Computers & Electronics
547,734,Windows & .NET,4,Computers & Electronics
476,739,Hardware Modding & Tuning,4,Computers & Electronics
525,742,Electronic Components,4,Computers & Electronics
524,743,Electromechanical Devices,4,Computers & Electronics
526,744,Optoelectronics & Fiber,4,Computers & Electronics
527,745,Power Supplies,4,Computers & Electronics
528,746,Test & Measurement,4,Computers & Electronics
304,747,Aquaculture,4,Business & Industrial
303,748,Agricultural Equipment,4,Business & Industrial
305,749,Crops & Seed,4,Business & Industrial
307,750,Forestry,4,Business & Industrial
308,751,Horticulture,4,Business & Industrial
309,752,Livestock,4,Business & Industrial
317,784,Business News,3,Business & Industrial
583,785,Technology News,3,Computers & Electronics
784,786,Paintball,3,Hobbies & Leisure
811,787,Radio Control & Modeling,3,Hobbies & Leisure
1215,788,Anatomy,4,Science
926,791,Homeschooling,4,Jobs & Education
927,792,Legal Education,4,Jobs & Education
983,793,Veterans,4,Law & Government
509,794,GPS & Navigation,4,Computers & Electronics
311,799,Business Education,3,Business & Industrial
350,800,Knowledge Management,4,Business & Industrial
543,802,Developer Jobs,4,Computers & Electronics
258,803,Vehicle Shows,3,Autos & Vehicles
557,804,Educational Software,4,Computers & Electronics
180,806,Custom & Performance Vehicles,3,Autos & Vehicles
559,807,Internet Software,4,Computers & Electronics
181,810,Hybrid & Alternative Vehicles,3,Autos & Vehicles
592,811,Credit Cards,4,Finance
593,812,Debt Management,4,Finance
591,813,College Financing,4,Finance
595,814,Currencies & Foreign Exchange,3,Finance
192,815,Vehicle Brands,3,Autos & Vehicles
697,817,Injury,4,Health
700,818,Obesity,4,Health
701,819,Pain Management,4,Health
193,820,Acura,4,Autos & Vehicles
194,821,Audi,4,Autos & Vehicles
196,822,BMW,4,Autos & Vehicles
198,823,Cadillac,4,Autos & Vehicles
703,824,Respiratory Conditions,4,Health
617,825,Vegetarian Cuisine,4,Food & Drink
199,826,Chevrolet,4,Autos & Vehicles
864,827,Doors & Windows,4,Home & Garden
873,828,HVAC & Climate Control,3,Home & Garden
865,832,Flooring,4,Home & Garden
200,833,Chrysler,4,Autos & Vehicles
201,834,Citroën,4,Autos & Vehicles
415,835,Generators,4,Business & Industrial
202,836,Dodge,4,Autos & Vehicles
416,837,Heavy Machinery,4,Business & Industrial
204,838,Fiat,4,Autos & Vehicles
205,840,Ford,4,Autos & Vehicles
426,841,Retail Trade,3,Business & Industrial
207,842,GMC,4,Autos & Vehicles
208,843,Honda,4,Autos & Vehicles
427,844,Retail Equipment & Technology,4,Business & Industrial
210,845,Hyundai,4,Autos & Vehicles
213,846,Jeep,4,Autos & Vehicles
1041,847,Social Network Apps & Add-Ons,4,Online Communities
214,848,Kia,4,Autos & Vehicles
217,849,Lexus,4,Autos & Vehicles
218,850,Lincoln,4,Autos & Vehicles
220,851,Mazda,4,Autos & Vehicles
221,852,Mercedes-Benz,4,Autos & Vehicles
222,853,Mercury,4,Autos & Vehicles
224,854,Mitsubishi,4,Autos & Vehicles
225,855,Nissan,4,Autos & Vehicles
227,856,Peugeot,4,Autos & Vehicles
228,857,Pontiac,4,Autos & Vehicles
229,858,Porsche,4,Autos & Vehicles
230,859,Renault-Samsung,4,Autos & Vehicles
233,860,Saturn,4,Autos & Vehicles
234,861,Subaru,4,Autos & Vehicles
1101,862,Buddhism,4,People & Society
236,863,Toyota,4,Autos & Vehicles
1102,864,Christianity,4,People & Society
239,865,Volkswagen,4,Autos & Vehicles
1106,866,Hinduism,4,People & Society
240,867,Volvo,4,Autos & Vehicles
1107,868,Islam,4,People & Society
1109,869,Judaism,4,People & Society
1114,870,Self-Help & Motivational,4,People & Society
1149,882,Animal Products & Services,3,Pets & Animals
1120,883,Animal Welfare,4,People & Society
1154,884,Birds,4,Pets & Animals
1155,885,Cats,4,Pets & Animals
1156,886,Dogs,4,Pets & Animals
1158,887,Fish & Aquaria,4,Pets & Animals
1159,888,Horses,4,Pets & Animals
1160,889,Rabbits & Rodents,4,Pets & Animals
1161,890,Reptiles & Amphibians,4,Pets & Animals
17,891,Concerts & Music Festivals,4,Arts & Entertainment
97,893,Soundtracks,4,Arts & Entertainment
132,894,Acting & Theater,4,Arts & Entertainment
28,895,Live Comedy,4,Arts & Entertainment
206,896,GM-Daewoo,4,Autos & Vehicles
232,897,Saab,4,Autos & Vehicles
238,898,Vauxhall-Opel,4,Autos & Vehicles
504,899,Game Systems & Consoles,4,Computers & Electronics
523,900,Data Sheets & Electronics Reference,4,Computers & Electronics
558,901,Freeware & Shareware,4,Computers & Electronics
596,903,Financial Planning,3,Finance
604,904,Commodities & Futures Trading,4,Finance
316,905,Venture Capital,4,Business & Industrial
611,906,Candy & Sweets,3,Food & Drink
613,907,Baked Goods,4,Food & Drink
614,908,Fruits & Vegetables,4,Food & Drink
615,909,Meat & Seafood,4,Food & Drink
616,910,Soups & Stews,4,Food & Drink
618,911,World Cuisines,4,Food & Drink
626,916,Coffee & Tea,4,Food & Drink
628,917,Dining Guides,4,Food & Drink
629,918,Fast Food,4,Food & Drink
632,919,Arcade & Coin-Op Games,3,Games
633,920,Board Games,3,Games
634,921,Chess & Abstract Strategy Games,4,Games
635,922,Miniatures & Wargaming,4,Games
637,923,Collectible Card Games,4,Games
638,924,Poker & Casino Games,4,Games
641,925,Adventure Games,4,Games
642,926,Casual Games,4,Games
643,927,Driving & Racing Games,4,Games
644,928,Fighting Games,4,Games
652,929,Music & Dance Games,4,Games
653,930,Shooter Games,4,Games
654,931,Simulation Games,4,Games
655,932,Sports Games,4,Games
656,933,Strategy Games,4,Games
663,935,Massive Multiplayer,4,Games
664,936,Party Games,3,Games
665,937,Puzzles & Brainteasers,3,Games
667,938,Table Games,3,Games
668,939,Billiards,4,Games
669,940,Table Tennis,4,Games
688,941,Genetic Disorders,4,Health
698,942,Neurological Disorders,4,Health
719,944,Surgery,5,Health
724,945,Medical Photos & Illustration,4,Health
745,946,Poisons & Overdoses,4,Health
742,947,Public Health,3,Health
844,948,Bed & Bath,3,Home & Garden
851,949,Cleaning Supplies & Services,4,Home & Garden
863,950,Construction & Power Tools,4,Home & Garden
874,951,Kitchen & Dining,3,Home & Garden
882,952,Swimming Pools & Spas,3,Home & Garden
883,953,Yard & Patio,3,Home & Garden
387,954,Nuclear Energy,4,Business & Industrial
407,955,Hospitality Industry,3,Business & Industrial
408,956,Event Planning,4,Business & Industrial
409,957,Food Service,4,Business & Industrial
915,958,Jobs & Education,2,nul
938,959,Career Resources & Planning,4,Jobs & Education
940,960,Job Listings,4,Jobs & Education
941,961,Resumes & Portfolios,4,Jobs & Education
945,962,Embassies & Consulates,4,Law & Government
946,963,Executive Branch,4,Law & Government
950,964,Legislative Branch,4,Law & Government
952,965,Multilateral Organizations,4,Law & Government
961,966,State & Local Government,4,Law & Government
967,967,Constitutional Law & Civil Rights,4,Law & Government
973,969,Legal Services,4,Law & Government
974,970,Product Liability,4,Law & Government
1048,972,Virtual Worlds,3,Online Communities
1063,973,Expatriate Communities,4,People & Society
1115,975,Skeptics & Non-Believers,4,People & Society
1133,976,Reproductive Rights,4,People & Society
815,977,Special Occasions,3,Hobbies & Leisure
1044,978,Photo & Image Sharing,4,Online Communities
1045,979,Video Sharing,4,Online Communities
1177,980,General Reference,3,Reference
1216,981,Flora & Fauna,4,Science
1218,982,Genetics,4,Science
1253,983,Athletic Apparel,4,Shopping
1254,984,Casual Apparel,4,Shopping
1256,985,Children's Clothing,4,Shopping
1261,988,Costumes,4,Shopping
1262,989,Eyewear,4,Shopping
1265,990,Formal Wear,4,Shopping
1266,991,Headwear,4,Shopping
1267,992,Men's Clothing,4,Shopping
1268,993,Outerwear,4,Shopping
1269,994,Sleepwear,4,Shopping
